ID,Name,Ticker,Market Cap,24h Volume
bitrise-token,Bitgert,brise,53408610,2312676.0
sx-network,SX Network (OLD),sx,53188234,82926.0
mimblewimblecoin,MimbleWimbleCoin,mwc,52745208,4772.78
whales-market,Whales Market,whales,52542408,14509565.0
verge,Verge,xvg,52121048,1913047.0
somesing,SOMESING Exchange,ssx,51960088,2277971.0
carry,Carry,cre,51958705,615841.0
beta-finance,Beta Finance,beta,51732100,906740.0
truefi,TrueFi,tru,51333458,1265354.0
verasity,Verasity,vra,51327846,6162704.0
strike,Strike,strk,51244775,1994071.0
radio-caca,Radio Caca,raca,50527422,6359726.0
chex-token,CHEX Token,chex,50523919,38223.0
koda-finance,Koda Cryptocurrency,koda,50208210,3.95
sidus,Sidus,sidus,49997690,763101.0
milady-meme-coin,Milady Meme Coin,ladys,49894784,2055897.0
saucerswap,SaucerSwap,sauce,49790162,497794.0
big-time,Big Time,bigtime,49752047,9372368.0
velas,Velas,vlx,49295586,603809.0
zmine,ZMINE,zmn,49255346,127527.0
alva,ALVA,aa,49232894,7911563.0
alchemix,Alchemix,alcx,48779163,3132943.0
bit2me,Bit2Me,b2m,48651858,106927.0
steem-dollars,Steem Dollars,sbd,48178940,768347.0
games-for-a-living,Games for a Living,gfal,48053110,479791.0
dynex,Dynex,dnx,47895407,2134313.0
concordium,Concordium,ccd,47666241,624752.0
alien-worlds,Alien Worlds,tlm,47412865,4633629.0
stratos,Stratos,stos,47324920,271293.0
uxd-protocol-token,UXD Protocol,uxp,47210377,6392.84
cocos-bcx,COMBO,combo,46986059,1577018.0
xcad-network,XCAD Network,xcad,46898868,3041980.0
passage,Passage,pasg,46738464,81771.0
temple,TempleDAO,temple,46736020,11475.02
ecox,ECOx,ecox,46694725,38509.0
coinweb,Coinweb,cweb,46662769,1969731.0
mainframe,Mainframe,mft,46614388,259.71
harrypotterobamasonic10in,HarryPotterObamaSonic10Inu (ETH),bitcoin,46483799,613387.0
route,Router Protocol,route,46368181,3266763.0
humans-ai,Humans.ai,heart,46014146,298109.0
dfuk,DFUK,dfuk,45964205,192.61
aavegotchi,Aavegotchi,ghst,45744520,1793957.0
paraswap,ParaSwap,psp,45682728,393776.0
dia-data,DIA,dia,45646154,6393078.0
wen-4,Wen,$wen,45360299,2344150.0
biswap,Biswap,bsw,45351722,4897688.0
linear,Linear,lina,45315904,4915863.0
real-usd,Real USD,usdr,45114507,37861.0
cheqd-network,CHEQD Network,cheq,45112928,302645.0
kin,Kin,kin,44979508,285064.0
ecoin-2,Ecoin,ecoin,44716878,10.1
helium-iot,Helium IOT,iot,44586352,139870.0
ceek,CEEK Smart VR,ceek,44311715,10935439.0
picasso,Picasso,pica,44266668,2034705.0
phoenix-global,Phoenix,phb,44139635,4192748.0
ethernity-chain,Ethernity Chain,ern,44023510,10600831.0
microvisionchain,MicrovisionChain,space,44017299,1460518.0
kilt-protocol,KILT Protocol,kilt,44003025,75498.0
e-radix,e-Radix,exrd,43949338,336442.0
karate-combat,Karate Combat,karate,43930769,518973.0
aurory,Aurory,aury,43836080,208545.0
firmachain,Firmachain,fct,43732054,714499.0
fidu,Fidu,fidu,43685635,1779.54
helio-protocol-hay,Destablecoin HAY,hay,43561300,5326319.0
axion,Axion,axn,43431003,68.95
unifi-protocol-dao,Unifi Protocol DAO,unfi,43377404,6336462.0
vector-reserve,Vector Reserve,vec,43339858,5871345.0
groestlcoin,Groestlcoin,grs,43286114,1370779.0
sipher,SIPHER,sipher,43040601,262270.0
thunder-token,ThunderCore,tt,42975402,112147.0
aleph,Aleph.im,aleph,42744923,1361762.0
samoyedcoin,Samoyedcoin,samo,42666438,1155363.0
feg-bsc,FEG BSC,feg,42637688,168000.0
clash-of-lilliput,Clash of Lilliput,col,42288695,63350.0
strips-finance,Strips Finance,strp,42200508,26620.0
flooring-lab-credit,Floor Protocol,flc,42145974,5572403.0
vertex-protocol,Vertex Protocol,vrtx,42080130,1679131.0
flamingo-finance,Flamingo Finance,flm,41896693,1182474.0
crust-network,Crust Network,cru,41895892,753406.0
stride-staked-atom,Stride Staked Atom,statom,41727791,492034.0
wanchain,Wanchain,wan,41670770,1067456.0
electroneum,Electroneum,etn,41589238,562995.0
stader,Stader,sd,41562707,922759.0
clearpool,Clearpool,cpool,41554076,960169.0
zano,Zano,zano,41456160,77504.0
feg-token-2,FEG ETH,feg,41351401,503442.0
silly-dragon,Silly Dragon,silly,41005743,4092366.0
limewire-token,LimeWire,lmwr,40759573,582966.0
zephyr-protocol,Zephyr Protocol,zeph,40716490,903521.0
streamr,Streamr,data,40440094,10590826.0
osaka-protocol,Osaka Protocol,osak,40196590,77539.0
iris-network,IRISnet,iris,39979964,450408.0
cetus-protocol,Cetus Protocol,cetus,39966308,26326566.0
nft-worlds,NFT Worlds,wrld,39880317,39587.0
opulous,Opulous,opul,39862202,2517548.0
kwenta,Kwenta,kwenta,39818653,85389.0
taraxa,Taraxa,tara,39790488,870663.0
bitmart-token,BitMart,bmx,39635176,3237845.0
thorswap,THORSwap,thor,39630429,143691.0
rabbitx,RabbitX,rbx,39414483,2375734.0
avalaunch,Avalaunch,xava,39373651,589983.0
trufin-staked-matic,TruFin Staked MATIC,trumatic,39334442,38436.0
flux-token,SEDA Protocol,flx,39308986,2131.32
forta,Forta,fort,39299145,239467.0
sommelier,Sommelier,somm,39273344,176104.0
morpheus-network,Morpheus Network,mnw,39162371,141354.0
arc,Arc,arc,39156042,184289.0
avinoc,AVINOC,avinoc,39143759,319067.0
degate,DeGate,dg,39095043,9915.03
tether-eurt,Euro Tether,eurt,39094733,3005166.0
talken,Talken,talk,38967859,936169.0
bean,Bean,bean,38965524,8183.87
pirate-chain,Pirate Chain,arrr,38715181,96955.0
lever,LeverFi,lever,38701800,2211845.0
hatom,Hatom,htm,38693251,154121.0
a-hunters-dream,A Hunters Dream,caw,38621476,882729.0
ordiswap-token,Ordiswap,ords,38526096,4882238.0
litentry,Litentry,lit,38177797,1896483.0
ix-swap,IX Swap,ixs,38150636,220769.0
ahatoken,AhaToken,aht,38068296,19848142.0
xido-finance,Xido Finance,xido,38057413,269.81
automata,Automata,ata,37946229,2229889.0
banana-gun,Banana Gun,banana,37904757,1307471.0
aurora-dao,IDEX,idex,37788498,4842425.0
clover-finance,Clover Finance,clv,37442773,3119938.0
snowbank,Snowbank,sb,37339455,95.55
frontier-token,Frontier,front,37240149,2628292.0
yfii-finance,DFI.money,yfii,37200024,18429759.0
streamr-xdata,Streamr XDATA,xdata,37117096,264119.0
hshare,HyperCash,hc,36981427,107856.0
sentinel-protocol,Sentinel Protocol,upp,36716178,166632.0
zebec-protocol,Zebec Protocol,zbc,36616028,5809848.0
platon-network,PlatON Network,lat,36536934,1385493.0
derace,DeRace,derc,36523157,531382.0
gemini-dollar,Gemini Dollar,gusd,36515658,127697.0
kira-network,KIRA Network,kex,36498790,187431.0
stride-staked-osmo,Stride Staked Osmo,stosmo,36413966,136618.0
mossland,Mossland,moc,36365445,152017.0
alpha-quark-token,Alpha Quark,aqt,36012917,396007.0
chain-2,Onyxcoin,xcn,35851643,6166564.0
instadapp,Instadapp,inst,35720767,89108.0
across-protocol,Across Protocol,acx,35664246,207561.0
vaultcraft,VaultCraft,vcx,35352292,14350.62
mdex,Mdex (HECO),mdx,35311647,60571.0
vaiot,Vaiot,vai,35210549,1013177.0
guacamole,Guacamole,guac,35208790,686821.0
whiteheart,Whiteheart,white,35123032,29.98
farcana,FARCANA,far,35029007,5113763.0
vicicoin,ViciCoin,vcnt,34685225,1610790.0
asd,AscendEx,asd,34651527,2376120.0
qanplatform,QANplatform,qanx,34651179,231238.0
seth,sETH,seth,34573404,1076185.0
gho,GHO,gho,34510966,492365.0
clore-ai,Clore.ai,clore,34376295,2485858.0
keep3rv1,Keep3rV1,kp3r,34362111,3320705.0
altura,Altura,alu,34297572,4163071.0
sai,Sai,sai,34266879,99.36
komodo,Komodo,kmd,34265379,1019882.0
mintlayer,Mintlayer,ml,34096988,563694.0
mcdex,MUX Protocol,mcb,34004459,124881.0
dione,Dione,dione,33897509,1065846.0
bnb48-club-token,KOGE,koge,33838972,10.99
bella-protocol,Bella Protocol,bel,33789065,1370574.0
velo,Velo,velo,33545854,3638748.0
blockv,BLOCKv,vee,33488511,65641.0
refinable,Refinable,fine,33475832,104756.0
parsiq,PARSIQ,prq,33436914,1873323.0
token-dforce-usd,dForce USD,usx,33432574,9507.64
pintu-token,Pintu,ptu,33352039,11770.12
ampleforth-governance-token,Ampleforth Governance,forth,33327545,1714017.0
tectonic,Tectonic,tonic,33169544,25829.0
evergrowcoin,EverGrow Coin,egc,33138316,5589.35
koinos,Koinos,koin,33128015,78217.0
rally-2,Rally,rly,33100206,749618.0
lto-network,LTO Network,lto,32790456,2609983.0
minswap,Minswap,min,32219623,35545.0
measurable-data-token,Measurable Data,mdt,32188117,3204595.0
singularitydao,SingularityDAO,sdao,32170341,1059695.0
maiar-dex,xExchange,mex,32007573,11036.04
idia,Impossible Finance Launchpad,idia,31990305,15962.22
reef,Reef,reef,31970440,5991296.0
wing-finance,Wing Finance,wing,31925355,2173182.0
contentos,Contentos,cos,31845260,3993955.0
enjinstarter,Enjinstarter,ejs,31774595,238092.0
evmos,Evmos,evmos,31714637,245137.0
gogopool,GoGoPool,ggp,31575738,52358.0
aura-bal,Aura BAL,aurabal,31412492,419.07
connext,Connext,next,31278943,1777708.0
inspect,Inspect,insp,31253071,713814.0
selfkey,SelfKey,key,31246942,1739852.0
thetadrop,ThetaDrop,tdrop,31210437,12787675.0
camelot-token,Camelot Token,grail,31204985,1103445.0
math,MATH,math,31076432,5991249.0
compound-basic-attention-token,cBAT,cbat,31055447,0.0
dero,Dero,dero,31049080,34179.0
tokpie,TOKPIE,tkp,31029640,52067.0
xsushi,xSUSHI,xsushi,30914097,8558.15
coin-capsule,Ternoa,caps,30876161,298321.0
